"type";"fixed acidity";"volatile acidity";"citric acid";"residual sugar";"chlorides";"free sulfur dioxide";"total sulfur dioxide";"density";"pH";"sulphates";"alcohol";"quality"
0;0.371900826;0.383333333;0.072289157;0.02607362;0.122923588;0.048611111;0.246543779;0.182957393;0.348837209;0.247191011;0.260869565;5
0;0.256198347;0.35;0.072289157;0.154907975;0.106312292;0.135416667;0.177419355;0.235010603;0.565891473;0.168539326;0.202898551;6
0;0.115702479;0.16;0.15060241;0.018404908;0.156146179;0.041666667;0.101382488;0.165606324;0.511627907;0.185393258;0.173913043;5
0;0.330578512;0.376666667;0;0.075153374;0.127906977;0.013888889;0.02764977;0.221515327;0.527131783;0.185393258;0.231884058;6
0;0.330578512;0.346666667;0.084337349;0.027607362;0.127906977;0.006944444;0.020737327;0.200308463;0.542635659;0.213483146;0.405797101;6
0;0.355371901;0.2;0.168674699;0.023006135;0.094684385;0.041666667;0.055299539;0.186813187;0.395348837;0.286516854;0.246376812;7
0;0.157024793;0.7;0.054216867;0.013803681;0.27076412;0.020833333;0.029953917;0.13283208;0.604651163;0.146067416;0.260869565;4
0;0.289256198;0.246666667;0.21686747;0.081288344;0.107973422;0.038194444;0.186635945;0.206092153;0.472868217;0.342696629;0.362318841;5
0;0.289256198;0.246666667;0.21686747;0.081288344;0.107973422;0.038194444;0.186635945;0.206092153;0.472868217;0.342696629;0.362318841;5
0;0.41322314;0.353333333;0.180722892;0.033742331;0.131229236;0.055555556;0.092165899;0.20223636;0.418604651;0.162921348;0.188405797;4
0;0.305785124;0.273333333;0.120481928;0.030674847;0.53654485;0.024305556;0.01843318;0.186813187;0.379844961;0.382022472;0.362318841;6
0;0.355371901;0.386666667;0.13253012;0.024539877;0.099667774;0.027777778;0.039170507;0.186813187;0.449612403;0.550561798;0.333333333;5
0;0.247933884;0.393333333;0.012048193;0.018404908;0.068106312;0.013888889;0.011520737;0.175245807;0.589147287;0.168539326;0.217391304;5
0;0.066115702;0.293333333;0.090361446;0.023006135;0.074750831;0.024305556;0.1359447;0.1212647;0.914728682;0.191011236;0.739130435;4
0;0.32231405;0.57;0.259036145;0.024539877;0.174418605;0.072916667;0.248847926;0.19066898;0.410852713;0.286516854;0.173913043;5
0;0.404958678;0.14;0.313253012;0.015337423;0.172757475;0.038194444;0.071428571;0.188741083;0.410852713;0.202247191;0.217391304;5
0;0.214876033;0.213333333;0.138554217;0.015337423;0.094684385;0.013888889;0.013824885;0.16753422;0.480620155;0.191011236;0.173913043;5
0;0.148760331;0.153333333;0.222891566;0.012269939;0.107973422;0.038194444;0.207373272;0.159822634;0.465116279;0.202247191;0.173913043;5
0;0.41322314;0.386666667;0.156626506;0.016871166;0.107973422;0.010416667;0.039170507;0.192596877;0.333333333;0.292134831;0.173913043;5
0;0.231404959;0.293333333;0.024096386;0.024539877;0.099667774;0.024305556;0.020737327;0.163678427;0.527131783;0.230337079;0.202898551;6
0;0.231404959;0.28;0.024096386;0.023006135;0.098006645;0.017361111;0.01843318;0.16175053;0.519379845;0.235955056;0.202898551;6
0;0.396694215;0.2;0.21686747;0.036809816;0.119601329;0.100694444;0.260368664;0.19066898;0.372093023;0.191011236;0.202898551;5
0;0.314049587;0.286666667;0.090361446;0.033742331;0.167774086;0.111111111;0.15437788;0.16175053;0.348837209;0.230337079;0.31884058;6
0;0.32231405;0.36;0.024096386;0.049079755;0.124584718;0.083333333;0.089861751;0.206092153;0.480620155;0.174157303;0.217391304;5
0;0.52892562;0.226666667;0.343373494;0.042944785;0.101328904;0.010416667;0.00921659;0.192596877;0.248062016;0.230337079;0.231884058;5
0;0.305785124;0.366666667;0.072289157;0.069018405;0.169435216;0.170138889;0.239631336;0.215731637;0.418604651;0.308988764;0.202898551;5
0;0.330578512;0.34;0.108433735;0.02607362;0.111295681;0.055555556;0.110599078;0.200308463;0.550387597;0.207865169;0.289855072;5
0;0.289256198;0.206666667;0.186746988;0.027607362;0.107973422;0.027777778;0.092165899;0.175245807;0.534883721;0.179775281;0.202898551;6
0;0.41322314;0.213333333;0.240963855;0.024539877;0.11627907;0.0625;0.105990783;0.209947947;0.558139535;0.235955056;0.173913043;5
0;0.32231405;0.406666667;0.295180723;0.018404908;0.176079734;0.065972222;0.244239631;0.186813187;0.379844961;0.275280899;0.188405797;5
0;0.305785124;0.293333333;0.096385542;0.01993865;0.126245847;0.038194444;0.066820276;0.186813187;0.511627907;0.224719101;0.217391304;7
0;0.26446281;0.436666667;0.030120482;0.021472393;0.119601329;0.041666667;0.110599078;0.182957393;0.519379845;0.196629213;0.260869565;5
0;0.280991736;0.43;0.030120482;0.062116564;0.127906977;0.010416667;0.011520737;0.175245807;0.534883721;0.095505618;0.420289855;5
0;0.280991736;0.43;0.030120482;0.062116564;0.127906977;0.010416667;0.011520737;0.175245807;0.534883721;0.095505618;0.420289855;5
0;0.305785124;0.293333333;0.06626506;0.013803681;0.11627907;0.034722222;0.076036866;0.186813187;0.542635659;0.202247191;0.231884058;5
0;0.231404959;0.416666667;0.042168675;0.015337423;0.111295681;0.017361111;0.020737327;0.175245807;0.558139535;0.202247191;0.391304348;5
0;0.454545455;0.16;0.343373494;0.021472393;0.107973422;0.090277778;0.1359447;0.188741083;0.434108527;0.320224719;0.391304348;5
0;0.347107438;0.416666667;0.030120482;0.01993865;0.107973422;0.024305556;0.029953917;0.175245807;0.480620155;0.41011236;0.362318841;6
0;0.32231405;0.366666667;0.048192771;0.01993865;0.111295681;0.048611111;0.048387097;0.18488529;0.465116279;0.179775281;0.217391304;6
0;0.32231405;0.393333333;0.138554217;0.023006135;0.131229236;0.055555556;0.207373272;0.175245807;0.465116279;0.146067416;0.217391304;5
0;0.32231405;0.406666667;0.13253012;0.01993865;0.124584718;0.059027778;0.202764977;0.17331791;0.457364341;0.146067416;0.217391304;5
0;0.371900826;0.396666667;0.156626506;0.023006135;0.124584718;0.034722222;0.085253456;0.20223636;0.457364341;0.174157303;0.173913043;4
0;0.487603306;0.16;0.325301205;0.029141104;0.141196013;0.09375;0.177419355;0.217659533;0.434108527;0.337078652;0.231884058;5
0;0.41322314;0.22;0.385542169;0.024539877;0.139534884;0.027777778;0.082949309;0.221515327;0.635658915;0.247191011;0.362318841;5
0;0.41322314;0.22;0.385542169;0.024539877;0.139534884;0.027777778;0.082949309;0.221515327;0.635658915;0.247191011;0.362318841;5
0;0.247933884;0.47;0;0.027607362;0.157807309;0.045138889;0.055299539;0.182957393;0.620155039;0.185393258;0.391304348;6
0;0.239669421;0.446666667;0.072289157;0.021472393;0.127906977;0.038194444;0.170506912;0.16753422;0.511627907;0.168539326;0.304347826;5
0;0.371900826;0.363333333;0.120481928;0.013803681;0.117940199;0.090277778;0.260368664;0.194524773;0.341085271;0.505617978;0.15942029;4
0;0.198347107;0.246666667;0.120481928;0.015337423;0.099667774;0.006944444;0.020737327;0.16753422;0.534883721;0.191011236;0.173913043;5
0;0.330578512;0.233333333;0.421686747;0.01993865;0.755813953;0.072916667;0.140552995;0.198380567;0.317829457;0.595505618;0.202898551;5
0;0.297520661;0.28;0.28313253;0.021472393;0.127906977;0.069444444;0.15437788;0.19066898;0.496124031;0.196629213;0.15942029;5
0;0.289256198;0.393333333;0.156626506;0.018404908;0.651162791;0.052083333;0.103686636;0.188741083;0.341085271;0.516853933;0.202898551;5
0;0.20661157;0.146666667;0.289156627;0.018404908;0.099667774;0.059027778;0.126728111;0.169462117;0.558139535;0.314606742;0.333333333;6
0;0.256198347;0.313333333;0.090361446;0.024539877;0.111295681;0.0625;0.078341014;0.17331791;0.534883721;0.207865169;0.304347826;5
0;0.396694215;0.273333333;0.168674699;0.01993865;0.167774086;0.065972222;0.299539171;0.194524773;0.162790698;0.971910112;0.275362319;6
0;0.32231405;0.273333333;0.156626506;0.01993865;0.088039867;0.027777778;0.057603687;0.182957393;0.519379845;0.235955056;0.231884058;5
0;0.454545455;0.206666667;0.265060241;0.023006135;0.162790698;0.114583333;0.274193548;0.206092153;0.325581395;0.561797753;0.217391304;5
0;0.26446281;0.36;0.048192771;0.018404908;0.111295681;0.024305556;0.041474654;0.206092153;0.589147287;0.174157303;0.144927536;5
0;0.338842975;0.293333333;0.156626506;0.01993865;0.11627907;0.142361111;0.30875576;0.1791016;0.395348837;0.179775281;0.217391304;5
0;0.396694215;0.273333333;0.168674699;0.01993865;0.167774086;0.065972222;0.299539171;0.194524773;0.162790698;0.971910112;0.275362319;6
0;0.396694215;0.273333333;0.174698795;0.021472393;0.167774086;0.0625;0.292626728;0.194524773;0.162790698;0.988764045;0.260869565;5
0;0.32231405;0.273333333;0.156626506;0.01993865;0.088039867;0.027777778;0.057603687;0.182957393;0.519379845;0.235955056;0.231884058;5
0;0.099173554;0.626666667;0.024096386;0.012269939;0.059800664;0.138888889;0.18202765;0.128976287;0.798449612;0.146067416;0.362318841;4
0;0.074380165;0.346666667;0.102409639;0.02607362;0.081395349;0.055555556;0.230414747;0.117408907;0.875968992;0.213483146;0.710144928;6
0;0.247933884;0.463333333;0;0.036809816;0.15448505;0.024305556;0.039170507;0.181029497;0.565891473;0.191011236;0.391304348;5
0;0.26446281;0.28;0.15060241;0.021472393;0.101328904;0.006944444;0.036866359;0.177173703;0.410852713;0.230337079;0.173913043;5
0;0.314049587;0.546666667;0.036144578;0.029141104;0.11627907;0.013888889;0.00921659;0.18488529;0.519379845;0.191011236;0.260869565;5
0;0.355371901;0.31;0.108433735;0.01993865;0.117940199;0.041666667;0.066820276;0.194524773;0.449612403;0.207865169;0.144927536;6
0;0.371900826;0.353333333;0.180722892;0.023006135;0.124584718;0.034722222;0.101382488;0.194524773;0.527131783;0.219101124;0.31884058;6
0;0.330578512;0.28;0.180722892;0.01993865;0.109634551;0.024305556;0.036866359;0.169462117;0.457364341;0.191011236;0.347826087;6
0;0.355371901;0.31;0.108433735;0.01993865;0.117940199;0.041666667;0.066820276;0.194524773;0.449612403;0.207865169;0.144927536;6
0;0.355371901;0.33;0.13253012;0.023006135;0.112956811;0.038194444;0.1359447;0.18488529;0.441860465;0.162921348;0.173913043;5
0;0.280991736;0.273333333;0.144578313;0.024539877;0.101328904;0.013888889;0.069124424;0.171390013;0.472868217;0.146067416;0.202898551;5
0;0.355371901;0.33;0.13253012;0.023006135;0.112956811;0.038194444;0.1359447;0.18488529;0.441860465;0.162921348;0.173913043;5
0;0.330578512;0.22;0.409638554;0.016871166;0.760797342;0.059027778;0.14516129;0.19645267;0.279069767;0.612359551;0.188405797;5
0;0.198347107;0.366666667;0.186746988;0.016871166;0.131229236;0.048611111;0.133640553;0.188741083;0.573643411;0.320224719;0.188405797;5
0;0.347107438;0.166666667;0.319277108;0.029141104;0.136212625;0.059027778;0.170506912;0.20223636;0.503875969;0.325842697;0.231884058;6
0;0.355371901;0.47;0.313253012;0.021472393;0.187707641;0.125;0.338709677;0.188741083;0.379844961;0.264044944;0.188405797;5
0;0.330578512;0.32;0.114457831;0.018404908;0.157807309;0.038194444;0.094470046;0.1791016;0.364341085;0.398876404;0.217391304;5
0;0.380165289;0.36;0.054216867;0.024539877;0.124584718;0.034722222;0.235023041;0.1791016;0.333333333;0.247191011;0.260869565;5
0;0.380165289;0.346666667;0.060240964;0.024539877;0.126245847;0.045138889;0.241935484;0.1791016;0.333333333;0.247191011;0.260869565;5
0;0.520661157;0.153333333;0.265060241;0.02607362;0.117940199;0.072916667;0.092165899;0.22537112;0.465116279;0.252808989;0.246376812;6
0;0.330578512;0.32;0.114457831;0.018404908;0.157807309;0.038194444;0.094470046;0.1791016;0.364341085;0.398876404;0.217391304;5
0;0.462809917;0.213333333;0.186746988;0.024539877;0.134551495;0.041666667;0.129032258;0.182957393;0.271317829;0.230337079;0.362318841;6
0;0.371900826;0.306666667;0.168674699;0.01993865;0.112956811;0.034722222;0.078341014;0.206092153;0.519379845;0.219101124;0.289855072;6
0;0.330578512;0.32;0.072289157;0.021472393;0.121262458;0.020833333;0.050691244;0.19066898;0.503875969;0.157303371;0.202898551;6
0;0.41322314;0.313333333;0.024096386;0.024539877;0.182724252;0.045138889;0.115207373;0.175245807;0.379844961;0.213483146;0.420289855;6
0;0.26446281;0.406666667;0.048192771;0.018404908;0.146179402;0.072916667;0.19124424;0.169462117;0.480620155;0.179775281;0.173913043;6
0;0.289256198;0.66;0.054216867;0.016871166;0.280730897;0.03125;0.19124424;0.175245807;0.449612403;0.196629213;0.144927536;5
0;0.41322314;0.313333333;0.024096386;0.024539877;0.182724252;0.045138889;0.115207373;0.175245807;0.379844961;0.213483146;0.420289855;6
0;0.289256198;0.41;0;0.029141104;0.109634551;0.006944444;0.016129032;0.209947947;0.596899225;0.168539326;0.173913043;5
0;0.347107438;0.42;0;0.030674847;0.117940199;0.034722222;0.064516129;0.20223636;0.558139535;0.174157303;0.217391304;5
0;0.330578512;0.28;0.102409639;0.015337423;0.121262458;0.069444444;0.221198157;0.171390013;0.519379845;0.146067416;0.217391304;5
0;0.429752066;0.36;0.024096386;0.01993865;0.227574751;0.090277778;0.193548387;0.217659533;0.341085271;0.269662921;0.202898551;5
0;0.363636364;0.833333333;0;0.016871166;0.119601329;0.006944444;0.013824885;0.1791016;0.627906977;0.151685393;0.420289855;5
0;0.355371901;0.833333333;0;0.018404908;0.121262458;0.006944444;0.013824885;0.1791016;0.635658915;0.146067416;0.420289855;5
0;0.347107438;0.34;0.096385542;0.018404908;0.093023256;0.006944444;0.023041475;0.175245807;0.542635659;0.393258427;0.362318841;7
0;0.190082645;0.2;0.090361446;0.018404908;0.104651163;0.017361111;0.029953917;0.16175053;0.542635659;0.196629213;0.202898551;5
0;0.347107438;0.443333333;0.337349398;0.021472393;0.181063123;0.100694444;0.294930876;0.186813187;0.403100775;0.247191011;0.202898551;5
0;0.148760331;0.28;0.054216867;0.02607362;0.066445183;0.055555556;0.214285714;0.12704839;0.705426357;0.230337079;0.724637681;5
0;0.148760331;0.28;0.054216867;0.02607362;0.066445183;0.055555556;0.214285714;0.12704839;0.705426357;0.230337079;0.724637681;5
0;0.231404959;0.28;0.006024096;0.013803681;0.084717608;0.055555556;0.046082949;0.15596684;0.527131783;0.202247191;0.260869565;6
0;0.338842975;0.64;0.030120482;0.024539877;0.124584718;0.041666667;0.052995392;0.169462117;0.387596899;0.185393258;0.275362319;6
0;0.380165289;0.443333333;0.06626506;0.01993865;0.134551495;0.052083333;0.131336406;0.181029497;0.364341085;0.337078652;0.231884058;5
0;0.371900826;0.423333333;0.090361446;0.018404908;0.132890365;0.03125;0.105990783;0.186813187;0.395348837;0.308988764;0.217391304;5
0;0.280991736;0.223333333;0.21686747;0.021472393;0.119601329;0.041666667;0.089861751;0.194524773;0.589147287;0.235955056;0.173913043;5
0;0.330578512;0.32;0.114457831;0.023006135;0.119601329;0.048611111;0.228110599;0.175245807;0.472868217;0.179775281;0.217391304;5
0;0.330578512;0.32;0.114457831;0.021472393;0.119601329;0.055555556;0.235023041;0.175245807;0.465116279;0.179775281;0.217391304;5
0;0.380165289;0.443333333;0.06626506;0.01993865;0.134551495;0.052083333;0.131336406;0.181029497;0.364341085;0.337078652;0.231884058;5
0;0.371900826;0.423333333;0.090361446;0.018404908;0.132890365;0.03125;0.105990783;0.186813187;0.395348837;0.308988764;0.217391304;5
0;0.115702479;0.173333333;0;0.018404908;0.068106312;0.090277778;0.131336406;0.08656256;0.744186047;0.320224719;0.869565217;6
0;0.20661157;0.206666667;0.048192771;0.016871166;0.094684385;0.006944444;0.032258065;0.159822634;0.480620155;0.202247191;0.202898551;5
0;0.115702479;0.173333333;0;0.018404908;0.068106312;0.090277778;0.131336406;0.08656256;0.744186047;0.320224719;0.869565217;6
0;0.355371901;0.393333333;0.331325301;0.018404908;0.179401993;0.107638889;0.311059908;0.186813187;0.348837209;0.224719101;0.202898551;5
0;0.165289256;0.4;0.012048193;0.018404908;0.129568106;0.069444444;0.202764977;0.140543667;0.635658915;0.168539326;0.289855072;5
0;0.314049587;0.273333333;0.156626506;0.015337423;0.377076412;0.03125;0.188940092;0.186813187;0.302325581;0.325842697;0.188405797;5
0;0.256198347;0.273333333;0.060240964;0.02607362;0.107973422;0.038194444;0.055299539;0.169462117;0.542635659;0.202247191;0.31884058;6
0;0.363636364;0.213333333;0.265060241;0.033742331;0.132890365;0.034722222;0.085253456;0.200308463;0.627906977;0.219101124;0.362318841;6
0;0.289256198;0.166666667;0.28313253;0.023006135;0.112956811;0.013888889;0.011520737;0.16753422;0.472868217;0.174157303;0.333333333;6
0;0.446280992;0.293333333;0.602409639;0.042944785;0.99833887;0.107638889;0.14516129;0.240794293;0.015503876;1;0.202898551;4
0;0.305785124;0.346666667;0.018072289;0.018404908;0.142857143;0.083333333;0.214285714;0.152111047;0.488372093;0.179775281;0.304347826;5
0;0.305785124;0.346666667;0.018072289;0.018404908;0.142857143;0.083333333;0.214285714;0.152111047;0.488372093;0.179775281;0.304347826;5
0;0.272727273;0.233333333;0.253012048;0.075153374;0.101328904;0.097222222;0.283410138;0.19645267;0.542635659;0.280898876;0.362318841;5
0;0.272727273;0.233333333;0.253012048;0.075153374;0.102990033;0.09375;0.281105991;0.19645267;0.542635659;0.275280899;0.362318841;5
0;0.272727273;0.233333333;0.253012048;0.075153374;0.101328904;0.097222222;0.283410138;0.19645267;0.542635659;0.280898876;0.362318841;5
0;0.272727273;0.233333333;0.253012048;0.075153374;0.102990033;0.09375;0.281105991;0.19645267;0.542635659;0.275280899;0.362318841;5
0;0.272727273;0.4;0;0.024539877;0.106312292;0.038194444;0.036866359;0.188741083;0.589147287;0.157303371;0.188405797;5
0;0.247933884;0.346666667;0.108433735;0.01993865;0.11627907;0.059027778;0.184331797;0.186813187;0.674418605;0.196629213;0.188405797;6
0;0.314049587;0.58;0.018072289;0.021472393;0.134551495;0.020833333;0.032258065;0.169462117;0.372093023;0.191011236;0.231884058;5
0;0.314049587;0.4;0.012048193;0.010736196;0.104651163;0.027777778;0.032258065;0.181029497;0.348837209;0.483146067;0.173913043;4
0;0.330578512;0.3;0.024096386;0.016871166;0.111295681;0.055555556;0.057603687;0.1791016;0.472868217;0.191011236;0.289855072;6
0;0.297520661;0.346666667;0.156626506;0.102760736;0.101328904;0.121527778;0.264976959;0.21380374;0.503875969;0.151685393;0.202898551;5
0;0.289256198;0.34;0.156626506;0.101226994;0.101328904;0.118055556;0.264976959;0.211875843;0.503875969;0.151685393;0.202898551;5
0;0.330578512;0.366666667;0.289156627;0.016871166;0.151162791;0.045138889;0.207373272;0.17331791;0.364341085;0.224719101;0.217391304;5
0;0.247933884;0.373333333;0.060240964;0.023006135;0.126245847;0.059027778;0.218894009;0.163678427;0.480620155;0.168539326;0.31884058;5
0;0.289256198;0.313333333;0.018072289;0.015337423;0.104651163;0.055555556;0.082949309;0.163678427;0.503875969;0.146067416;0.144927536;4
0;0.247933884;0.366666667;0.042168675;0.023006135;0.132890365;0.034722222;0.087557604;0.157894737;0.581395349;0.185393258;0.347826087;6
0;0.305785124;0.416666667;0.144578313;0.018404908;0.583056478;0.048611111;0.131336406;0.1791016;0.217054264;0.769662921;0.217391304;5
0;0.338842975;0.536666667;0.018072289;0.018404908;0.081395349;0.010416667;0.004608295;0.194524773;0.496124031;0.061797753;0.15942029;4
0;0.347107438;0.226666667;0.102409639;0.021472393;0.106312292;0.017361111;0.02764977;0.194524773;0.441860465;0.219101124;0.173913043;6
0;0.347107438;0.226666667;0.102409639;0.021472393;0.106312292;0.017361111;0.02764977;0.194524773;0.441860465;0.219101124;0.173913043;6
0;0.297520661;0.36;0.030120482;0.01993865;0.098006645;0.079861111;0.082949309;0.17331791;0.542635659;0.196629213;0.507246377;6
0;0.289256198;0.2;0.126506024;0.021472393;0.117940199;0.020833333;0.066820276;0.17331791;0.472868217;0.140449438;0.217391304;5
0;0.256198347;0.28;0.024096386;0.013803681;0.126245847;0.0625;0.099078341;0.16753422;0.488372093;0.314606742;0.217391304;5
0;0.289256198;0.2;0.126506024;0.021472393;0.117940199;0.020833333;0.066820276;0.17331791;0.472868217;0.140449438;0.217391304;5
0;0.305785124;0.293333333;0.253012048;0.02607362;0.129568106;0.024305556;0.073732719;0.194524773;0.666666667;0.219101124;0.362318841;6
0;0.26446281;0.483333333;0;0.029141104;0.098006645;0.020833333;0.032258065;0.188741083;0.589147287;0.191011236;0.231884058;5
0;0.41322314;0.353333333;0.084337349;0.027607362;0.096345515;0.03125;0.082949309;0.188741083;0.364341085;0.207865169;0.217391304;5
0;0.41322314;0.353333333;0.084337349;0.027607362;0.096345515;0.03125;0.082949309;0.188741083;0.364341085;0.207865169;0.217391304;5
0;0.421487603;0.353333333;0.295180723;0.021472393;0.433554817;0.076388889;0.239631336;0.194524773;0.310077519;0.449438202;0.188405797;5
0;0.280991736;0.433333333;0.012048193;0.029141104;0.111295681;0.052083333;0.082949309;0.194524773;0.558139535;0.168539326;0.188405797;5
0;0.247933884;0.353333333;0.120481928;0.018404908;0.112956811;0.034722222;0.1359447;0.192596877;0.635658915;0.202247191;0.188405797;5
0;0.239669421;0.36;0.126506024;0.01993865;0.11627907;0.024305556;0.129032258;0.19066898;0.620155039;0.202247191;0.188405797;6
0;0.421487603;0.153333333;0.343373494;0.021472393;0.169435216;0.086805556;0.18202765;0.192596877;0.418604651;0.174157303;0.246376812;5
0;0.297520661;0.206666667;0.289156627;0.021472393;0.121262458;0.045138889;0.140552995;0.194524773;0.480620155;0.185393258;0.173913043;5
0;0.32231405;0.416666667;0.060240964;0.030674847;0.124584718;0.027777778;0.046082949;0.20223636;0.519379845;0.151685393;0.246376812;5
0;0.338842975;0.28;0.198795181;0.021472393;0.124584718;0.048611111;0.315668203;0.186813187;0.372093023;0.185393258;0.217391304;5
0;0.338842975;0.273333333;0.192771084;0.01993865;0.121262458;0.055555556;0.31797235;0.186813187;0.372093023;0.185393258;0.217391304;5
0;0.363636364;0.28;0.210843373;0.035276074;0.112956811;0.069444444;0.278801843;0.20223636;0.395348837;0.224719101;0.202898551;5
0;0.214876033;0.193333333;0.15060241;0.01993865;0.107973422;0.069444444;0.099078341;0.198380567;0.658914729;0.224719101;0.260869565;6
0;0.247933884;0.366666667;0.072289157;0.049079755;0.149501661;0.052083333;0.276497696;0.188741083;0.434108527;0.219101124;0.217391304;5
0;0.314049587;0.313333333;0.126506024;0.024539877;0.102990033;0.020833333;0.050691244;0.1791016;0.434108527;0.185393258;0.246376812;5
0;0.314049587;0.313333333;0.126506024;0.024539877;0.102990033;0.020833333;0.050691244;0.1791016;0.434108527;0.185393258;0.246376812;5
0;0.330578512;0.34;0.198795181;0.021472393;0.107973422;0.079861111;0.262672811;0.186813187;0.410852713;0.179775281;0.202898551;5
0;0.289256198;0.333333333;0.180722892;0.027607362;0.107973422;0.048611111;0.112903226;0.186813187;0.573643411;0.207865169;0.31884058;5
0;0.636363636;0.146666667;0.361445783;0.021472393;0.096345515;0.038194444;0.048387097;0.211875843;0.302325581;0.421348315;0.304347826;6
0;0.132231405;0.503333333;0.048192771;0.009202454;0.061461794;0.041666667;0.200460829;0.101985734;0.658914729;0.353932584;0.724637681;7
0;0.256198347;0.673333333;0.036144578;0.023006135;0.086378738;0.038194444;0.057603687;0.148255254;0.612403101;0.117977528;0.492753623;4
0;0.479338843;0.16;0.28313253;0.012269939;0.07807309;0.027777778;0.041474654;0.189705032;0.387596899;0.337078652;0.333333333;7
